Lot Area,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplaces,Garage Area,SalePrice,vintage,new_age,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Foundation_PConc,Foundation_Slab
7791,5,0.0,4,3,5,624.0,5,912,912,4,0,300.0,129000,57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,4,0.0,3,3,3,266.0,3,788,788,3,2,0.0,100000,79,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18030,5,0.0,3,3,3,152.0,3,1636,3086,5,1,0.0,200500,74,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,6,74.0,3,4,2,616.0,4,1196,1196,3,1,297.0,139000,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17541,5,0.0,3,3,4,300.0,5,1325,1325,4,1,576.0,216000,72,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9400,6,0.0,3,3,1,0.0,3,912,1824,3,0,0.0,139000,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15300,5,0.0,3,3,3,42.0,3,1264,1264,3,1,528.0,169000,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9179,7,158.0,4,4,6,633.0,5,882,1790,4,0,588.0,193000,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9612,8,72.0,4,4,1,0.0,5,1468,1468,4,1,898.0,244600,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8724,5,0.0,3,4,4,492.0,4,894,894,3,1,450.0,129000,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14000,7,0.0,4,5,6,1201.0,5,1306,2260,4,0,533.0,328000,24,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7943,4,192.0,3,3,3,903.0,4,1029,1029,3,0,261.0,118500,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,6,0.0,3,3,1,0.0,5,929,2229,3,0,0.0,104000,108,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7898,4,0.0,3,3,1,0.0,4,985,985,3,0,676.0,105000,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,6,0.0,3,3,1,0.0,5,662,1324,3,0,180.0,122000,100,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10437,8,660.0,4,4,6,1696.0,5,2113,2113,4,1,839.0,350000,25,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9600,5,176.0,3,3,4,368.0,5,1150,1150,3,0,288.0,144000,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14149,5,50.0,4,3,2,68.0,3,1020,1020,3,1,528.0,165000,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8513,5,0.0,3,3,1,0.0,3,1800,1800,3,0,0.0,130000,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,6,1129.0,3,4,6,419.0,4,729,1458,3,1,440.0,176000,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9800,5,0.0,3,3,5,894.0,3,894,894,3,0,552.0,149900,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10480,7,660.0,3,3,5,403.0,3,1098,1964,3,1,483.0,205000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12858,9,162.0,5,5,1,0.0,5,1627,2334,5,1,751.0,376162,11,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11880,7,206.0,3,4,5,704.0,3,1601,1601,3,1,478.0,157000,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11069,6,0.0,4,4,1,0.0,5,608,1396,4,1,440.0,170000,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7800,5,0.0,3,3,6,603.0,5,1112,2008,5,0,230.0,225000,72,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,5,0.0,3,3,5,566.0,3,1422,1422,3,0,576.0,155000,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879,4,0.0,3,3,3,495.0,3,720,720,3,0,0.0,34900,100,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7100,5,0.0,3,3,6,708.0,3,816,816,3,0,308.0,129900,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9760,6,340.0,3,3,4,536.0,4,1020,1851,4,1,440.0,187000,56,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,5,0.0,3,2,1,0.0,5,768,1432,3,0,360.0,132000,110,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5700,7,0.0,3,3,1,0.0,3,572,1111,3,1,288.0,116900,94,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7500,7,0.0,4,4,6,533.0,5,814,1674,4,0,663.0,216000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8500,4,0.0,3,3,1,0.0,3,649,1317,3,0,250.0,40000,100,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8154,2,0.0,3,3,4,480.0,3,540,540,3,0,200.0,82000,79,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10800,6,0.0,3,2,1,0.0,5,1221,1912,3,1,672.0,163000,115,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6305,5,0.0,3,2,1,0.0,5,954,954,2,1,240.0,119750,82,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8243,5,56.0,3,3,5,700.0,5,964,964,3,1,784.0,137500,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,7,0.0,4,4,1,0.0,5,728,1456,4,1,440.0,155835,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3710,7,16.0,4,4,1,0.0,5,1266,1266,4,1,388.0,185485,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5220,5,0.0,3,3,1,0.0,4,879,879,3,0,180.0,80000,84,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,8,0.0,4,4,6,368.0,3,1502,1502,4,0,528.0,212000,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10356,5,0.0,3,3,4,716.0,3,969,969,3,0,440.0,122000,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,6,0.0,3,4,5,286.0,4,855,1456,3,0,460.0,143000,45,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9600,5,0.0,4,3,3,428.0,5,976,1308,3,2,256.0,160000,80,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,8,100.19209170312502,4,4,6,583.0,5,1564,1564,5,1,502.0,267300,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9750,5,164.0,3,3,3,200.0,4,984,984,2,0,308.0,110000,61,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14541,8,0.0,4,4,6,1012.0,5,1352,2520,4,1,796.0,310000,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11120,6,0.0,3,4,4,660.0,3,1232,1232,3,0,516.0,162500,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10012,4,0.0,3,4,4,920.0,3,1181,1181,3,0,588.0,137500,48,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,4,0.0,3,3,5,682.0,3,864,864,3,0,528.0,79275,65,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11727,7,434.0,3,3,1,0.0,4,1851,1851,3,1,506.0,192100,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8120,4,0.0,3,3,5,191.0,5,864,864,3,0,463.0,124500,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,9,714.0,5,5,6,1204.0,5,1800,1800,5,1,944.0,370967,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1680,6,232.0,3,3,5,387.0,3,483,987,3,0,264.0,85400,49,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10918,7,0.0,4,4,1,0.0,5,1276,2080,4,2,282.0,234000,94,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,4,0.0,3,3,6,176.0,5,546,1092,3,0,0.0,76000,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,7,0.0,3,3,3,275.0,5,860,1564,2,1,234.0,174500,79,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,5,0.0,3,3,3,504.0,4,1050,1050,3,0,338.0,128900,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,5,0.0,3,3,5,764.0,5,864,864,4,1,420.0,135000,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,5,0.0,3,3,3,305.0,3,976,976,3,0,215.0,102000,78,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4084,7,340.0,4,4,6,893.0,4,1501,1501,4,1,512.0,241500,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15218,8,183.7458726847622,4,5,6,1562.0,5,1670,1670,4,1,928.0,336820,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5381,6,135.0,4,4,5,900.0,5,1306,1306,4,1,624.0,196000,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13543,8,130.0,4,5,6,16.0,5,1168,2500,5,1,683.0,355000,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10659,5,0.0,3,3,3,915.0,3,1050,1050,3,0,368.0,136500,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11838,8,0.0,4,4,1,0.0,5,1788,1788,5,1,522.0,236500,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9060,6,327.0,3,3,1,0.0,4,967,1638,4,0,384.0,139000,63,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9639,4,0.0,3,3,1,0.0,5,1156,1798,3,0,342.0,137000,120,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3672,5,0.0,3,3,1,0.0,5,816,816,3,0,100.0,75200,98,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14684,7,234.0,4,4,5,485.0,4,2196,2196,4,1,701.0,271900,30,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11492,7,132.0,4,4,6,637.0,5,913,2122,4,1,559.0,220000,24,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16387,9,215.0,4,5,6,1369.0,4,1738,2589,5,1,831.0,412083,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13014,6,39.0,3,3,5,528.0,3,1096,1096,3,1,484.0,157500,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13300,7,0.0,4,4,6,326.0,5,744,1374,4,1,400.0,184500,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2665,5,0.0,3,4,5,318.0,3,925,1475,3,1,336.0,129500,44,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8125,7,100.0,4,4,6,812.0,5,1112,1550,4,0,438.0,241000,14,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4500,6,425.0,3,5,6,883.0,5,1224,1224,3,0,402.0,165000,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12450,5,0.0,3,4,6,836.0,5,1114,1114,4,0,576.0,153000,17,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6950,5,40.0,3,3,5,710.0,3,914,914,3,0,444.0,134900,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,7,0.0,3,3,1,0.0,3,1312,2454,3,1,576.0,185000,141,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13360,5,0.0,3,4,5,713.0,5,964,964,3,0,432.0,163500,99,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,5,0.0,3,3,5,403.0,5,778,778,3,1,924.0,120500,80,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12778,5,0.0,3,3,6,658.0,5,1008,1008,3,0,280.0,139500,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8877,4,0.0,3,2,2,836.0,3,1220,1220,3,0,396.0,102000,69,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11900,5,157.0,3,4,5,400.0,5,946,1934,3,1,567.0,185000,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9144,6,0.0,3,3,1,0.0,5,1170,1716,4,0,672.0,162500,105,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14157,9,200.0,4,5,6,1249.0,5,1922,1922,4,1,676.0,377426,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9205,6,304.0,4,4,5,704.0,5,1364,2683,4,2,473.0,290000,30,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7200,5,0.0,3,0,0,0.0,3,1040,1040,3,0,625.0,109500,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8967,5,0.0,3,2,1,0.0,4,1077,1077,3,0,338.0,67000,100,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13650,8,232.0,4,4,6,578.0,5,1687,2250,4,1,756.0,320000,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9858,5,0.0,3,3,4,510.0,3,874,874,3,0,288.0,130000,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11855,7,23.0,3,5,6,820.0,5,1168,2787,3,2,820.0,269500,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6780,6,0.0,3,3,6,490.0,4,520,754,3,0,0.0,84500,85,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7200,4,0.0,3,0,0,0.0,2,1040,1040,3,0,420.0,90000,71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10820,7,0.0,4,4,6,342.0,5,988,1873,4,1,597.0,235500,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9316,7,0.0,4,4,1,0.0,5,879,1795,4,0,578.0,191000,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8856,5,143.0,3,3,5,621.0,3,1176,1176,3,2,292.0,136500,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10690,5,0.0,3,3,3,456.0,4,672,1344,3,0,468.0,147000,100,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2998,6,513.0,4,4,6,507.0,5,756,1512,4,0,440.0,180000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9600,6,0.0,3,3,3,381.0,5,940,1416,4,0,400.0,156500,120,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11778,9,402.0,5,5,6,1153.0,5,1766,1766,5,2,874.0,395039,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6845,4,58.0,3,0,0,0.0,3,1152,1152,3,0,0.0,82500,65,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13001,6,176.0,3,3,5,492.0,3,1220,1220,3,1,944.0,170000,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,4,0.0,3,3,1,0.0,4,859,1178,3,0,384.0,102776,120,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6120,5,0.0,3,3,1,0.0,5,939,1513,3,0,180.0,137500,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,7,0.0,4,4,6,464.0,5,1391,1962,4,0,868.0,239799,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5395,8,0.0,4,4,6,733.0,4,1337,1337,4,1,462.0,180000,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9965,7,120.31985946271881,4,4,1,0.0,5,1528,1528,4,1,480.0,235876,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12102,5,222.0,3,4,5,456.0,5,1033,1033,3,0,504.0,165000,44,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,4,0.0,3,3,3,385.0,4,875,875,4,0,728.0,117000,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11553,5,188.0,3,3,4,673.0,3,1159,1159,3,1,336.0,158000,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628,4,0.0,3,3,1,0.0,4,1095,1656,3,0,440.0,119164,80,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8769,9,766.0,5,5,6,1540.0,5,1702,1702,5,1,1052.0,367294,12,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11792,8,188.0,4,4,6,850.0,5,1008,2283,4,1,632.0,270000,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5805,5,0.0,3,3,4,274.0,4,1347,1347,4,0,551.0,143000,63,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7795,7,0.0,4,4,6,425.0,5,716,1432,4,1,432.0,188500,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12665,8,245.0,4,4,1,0.0,5,1133,2482,4,1,642.0,281213,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2349,6,0.0,3,4,5,389.0,3,855,1456,3,1,440.0,137900,43,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12728,8,256.0,4,4,6,1198.0,5,1531,2439,4,1,560.0,275000,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,1,0.0,2,0,0,0.0,2,334,334,2,0,0.0,39300,74,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7844,6,203.0,3,3,5,209.0,3,672,1400,3,1,440.0,149500,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17140,4,0.0,3,3,5,1059.0,5,1229,1229,3,0,284.0,135000,64,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,7,651.0,4,4,6,1173.0,5,1325,2418,4,1,983.0,341000,27,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11932,8,186.0,4,4,1,0.0,5,1580,1580,4,0,830.0,235128,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2665,5,0.0,3,4,1,0.0,3,616,1304,3,1,336.0,115000,44,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10320,4,0.0,2,3,1,0.0,2,866,1484,3,0,264.0,50000,110,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10192,7,143.0,3,3,1,0.0,4,1222,1920,4,1,487.0,170000,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6,0.0,3,3,1,0.0,3,950,1158,3,1,208.0,120000,91,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,4,0.0,3,3,3,150.0,4,1040,1540,2,0,352.0,115000,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10778,7,0.0,4,4,6,460.0,4,1061,1061,4,0,462.0,162000,30,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8281,5,0.0,3,3,3,553.0,4,864,864,3,1,360.0,62383,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10818,4,0.0,3,2,1,0.0,3,981,1760,3,1,648.0,80000,110,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8480,5,0.0,3,3,4,700.0,3,793,793,2,0,240.0,113000,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12366,3,0.0,3,0,0,0.0,3,729,729,3,0,0.0,51689,75,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5400,7,0.0,4,3,1,0.0,3,1027,1027,4,1,0.0,120000,100,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8413,8,0.0,4,5,6,901.0,5,1220,2362,4,2,1105.0,312500,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10019,8,397.0,4,4,5,527.0,5,1358,2726,4,1,725.0,350000,25,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1612,6,0.0,3,4,1,0.0,3,561,1229,3,1,462.0,121000,40,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,6,200.0,3,3,4,955.0,3,1216,1216,3,0,336.0,113000,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10858,5,150.0,3,3,2,40.0,5,1624,1624,3,1,240.0,146500,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23580,6,0.0,3,4,6,776.0,3,1625,1625,2,1,576.0,242500,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,5,0.0,3,3,1,0.0,3,1075,2138,3,0,360.0,106000,122,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9880,6,0.0,3,3,5,522.0,3,1118,1118,3,1,358.0,171000,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6451,7,0.0,3,3,3,208.0,4,848,1428,3,0,576.0,139900,120,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,4,0.0,3,3,4,672.0,3,757,1324,3,0,240.0,128000,84,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,5,252.0,3,4,5,569.0,5,981,1768,4,2,240.0,175000,83,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,7,0.0,4,3,1,0.0,4,952,1548,5,0,672.0,205000,95,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11029,6,0.0,5,4,5,528.0,5,1414,1414,3,1,601.0,176500,62,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,5,0.0,3,3,5,659.0,5,1040,1040,3,0,260.0,127000,58,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,7,68.0,3,3,1,0.0,3,945,1857,3,1,482.0,188900,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8520,5,0.0,3,3,3,507.0,2,910,1385,3,0,720.0,166000,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10560,6,0.0,3,2,3,283.0,5,868,1470,3,0,624.0,140750,98,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10044,5,0.0,3,4,5,1070.0,3,1196,1196,3,0,336.0,144000,52,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9069,6,0.0,4,4,2,261.0,4,1440,1440,4,0,920.0,224500,27,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3182,7,16.0,4,4,6,16.0,5,1504,1504,4,1,457.0,181000,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8094,4,0.0,3,3,1,0.0,5,888,1962,3,1,572.0,149500,105,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8405,4,0.0,3,0,0,0.0,3,1088,1529,3,0,240.0,98000,75,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9018,7,0.0,4,4,1,0.0,5,728,1456,4,1,400.0,179540,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7990,5,0.0,3,4,1,0.0,3,924,924,3,0,280.0,110000,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10672,8,0.0,4,5,1,0.0,4,1054,2389,4,1,672.0,298236,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6120,5,0.0,4,3,1,0.0,5,884,884,3,0,240.0,113000,81,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12180,4,0.0,3,4,4,348.0,2,672,924,2,0,280.0,80000,79,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9200,6,98.0,3,3,6,494.0,3,1042,1042,3,0,440.0,161000,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,9,245.0,4,4,1,0.0,5,1134,2504,5,1,656.0,325000,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10732,8,0.0,4,4,1,0.0,5,1298,1828,4,0,876.0,250000,14,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8775,5,0.0,3,4,6,495.0,4,990,990,3,0,299.0,126000,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7500,6,0.0,3,4,1,0.0,5,957,2299,3,1,482.0,204000,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15256,8,84.0,4,4,6,929.0,5,1464,1464,4,0,754.0,282922,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6000,4,0.0,3,3,5,250.0,4,960,960,2,0,308.0,108500,100,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9600,4,0.0,3,4,4,442.0,3,1067,1067,4,0,436.0,128000,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8660,5,0.0,3,3,1,0.0,5,928,2168,4,0,576.0,123000,120,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14122,8,240.0,4,5,6,28.0,5,1822,1822,5,1,678.0,259000,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10880,5,0.0,3,3,5,1040.0,3,1164,1164,3,0,240.0,125000,70,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,6,0.0,3,3,1,0.0,3,1664,1664,3,0,616.0,145000,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
