Lot Area,Lot Shape,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice,vintage,new_age,garage_age,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone
7819,4,6,0.0,3,3,3,5,422.0,1029.0,3,1,1117,1117,1,3,6,1,2.0,672.0,107000,44,44,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14375,3,6,541.0,3,3,3,6,111.0,819.0,4,1,1344,1344,1,4,7,1,2.0,525.0,137500,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8400,4,7,0.0,4,4,3,1,0.0,784.0,5,1,784,1611,2,4,6,0,2.0,572.0,195800,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10134,4,5,0.0,3,3,3,1,0.0,735.0,4,1,735,1034,1,3,5,0,1.0,240.0,109000,80,70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14450,4,9,315.0,5,5,3,1,0.0,2121.0,5,1,2121,2121,2,5,8,1,3.0,732.0,415298,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9556,3,7,52.0,3,4,3,1,0.0,1168.0,4,1,1187,1187,2,4,6,0,2.0,420.0,160000,28,27,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2280,4,6,0.0,3,4,3,5,566.0,855.0,3,1,855,1456,2,3,7,1,2.0,440.0,148500,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9100,4,7,0.0,4,4,3,1,0.0,1212.0,5,1,1212,1212,2,4,6,0,2.0,573.0,178000,19,19,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10625,4,7,0.0,4,4,3,6,1430.0,1652.0,5,1,1662,1662,2,5,8,1,3.0,711.0,291000,14,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10320,4,5,0.0,3,3,2,1,0.0,880.0,4,1,880,1308,2,3,6,0,2.0,400.0,120000,105,42,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9531,3,6,0.0,3,4,3,6,706.0,794.0,5,1,882,1796,2,3,7,0,2.0,546.0,211000,22,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8125,4,8,288.0,4,4,3,1,0.0,1836.0,5,1,1836,1836,2,4,8,1,2.0,517.0,264500,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11664,4,7,0.0,4,4,3,6,1234.0,1569.0,5,1,1611,1611,2,4,6,0,3.0,1231.0,250000,18,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10207,4,7,0.0,4,4,3,1,0.0,874.0,5,1,874,1761,3,4,7,0,2.0,578.0,227875,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11070,4,7,70.0,3,3,3,1,0.0,1907.0,4,1,1959,1959,3,3,9,0,3.0,766.0,171000,32,31,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10400,4,7,0.0,3,4,3,1,0.0,866.0,5,1,866,1779,2,4,6,0,2.0,546.0,197900,22,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6600,4,5,0.0,4,3,3,5,641.0,816.0,5,1,816,816,1,4,5,1,1.0,264.0,130500,38,12,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12552,4,7,0.0,4,4,3,6,222.0,991.0,5,1,991,1947,2,4,8,1,2.0,678.0,254900,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25000,4,5,0.0,3,3,3,1,0.0,1632.0,3,1,1632,1632,2,3,8,0,2.0,576.0,143000,53,53,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10246,3,4,0.0,3,3,4,6,648.0,648.0,5,1,960,960,0,3,3,0,1.0,364.0,145000,55,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8529,3,7,0.0,4,4,3,6,20.0,1454.0,5,1,1434,1434,2,4,6,1,2.0,527.0,189000,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11988,3,6,0.0,3,3,3,2,326.0,715.0,2,1,849,1660,1,3,6,1,1.0,240.0,188700,86,25,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8638,3,5,0.0,3,3,3,5,181.0,925.0,4,1,925,925,1,3,5,0,2.0,484.0,133500,57,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8850,3,7,0.0,3,3,3,1,0.0,815.0,5,1,815,1690,1,3,7,1,1.0,225.0,144000,104,70,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10562,4,8,300.0,4,5,3,6,1288.0,1582.0,5,1,1610,2161,1,5,8,1,3.0,789.0,325624,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7984,3,7,200.0,4,4,3,1,0.0,868.0,5,1,868,1630,2,4,7,1,2.0,436.0,189500,16,15,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25339,4,5,0.0,3,3,3,1,0.0,816.0,5,1,1416,1416,2,4,7,0,2.0,576.0,112000,102,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8658,4,6,101.0,3,3,3,3,643.0,1088.0,5,1,1324,1324,2,3,6,1,2.0,440.0,160000,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9246,3,5,564.0,3,3,3,1,0.0,1656.0,3,1,1656,1656,2,3,8,0,2.0,506.0,135000,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7518,4,5,0.0,2,2,2,1,0.0,396.0,4,1,665,1330,1,3,7,0,1.0,390.0,116500,110,16,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7875,4,7,38.0,3,4,4,1,0.0,1237.0,4,1,1253,1253,2,3,6,1,2.0,402.0,176000,25,24,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16321,3,5,0.0,3,3,3,4,1277.0,1484.0,3,1,1600,1600,1,3,6,2,1.0,319.0,207500,63,23,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7488,3,7,0.0,4,4,3,6,393.0,1208.0,5,1,1208,1208,2,4,6,0,2.0,632.0,183600,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6060,4,5,0.0,4,3,3,5,737.0,837.0,5,1,1001,1001,1,4,5,0,1.0,216.0,124900,90,13,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12003,4,8,84.0,4,5,3,1,0.0,774.0,5,1,774,1968,2,5,8,1,3.0,680.0,269500,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1680,4,6,158.0,3,3,3,4,330.0,483.0,3,1,483,987,1,3,5,0,1.0,264.0,100000,47,47,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10367,3,9,284.0,5,5,3,6,1015.0,1739.0,5,1,1743,1743,2,5,8,1,3.0,927.0,335000,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7438,3,5,0.0,3,2,3,1,0.0,504.0,4,1,936,1252,1,3,5,0,2.0,576.0,127000,112,29,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2529,4,7,0.0,3,4,3,5,378.0,1055.0,2,1,1055,1055,2,3,4,0,2.0,440.0,148500,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12393,2,7,0.0,4,4,3,1,0.0,847.0,5,1,847,1948,2,4,8,1,2.0,434.0,195000,16,15,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9262,4,8,194.0,4,4,3,1,0.0,1573.0,5,1,1578,1578,2,5,7,1,3.0,840.0,287090,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16033,3,9,378.0,4,5,3,6,1261.0,1833.0,5,1,1850,1850,2,4,8,1,3.0,772.0,326000,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9272,3,7,0.0,4,4,3,6,500.0,842.0,5,1,856,1749,2,4,7,0,2.0,515.0,196000,21,21,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13215,3,8,112.0,4,4,3,6,994.0,1420.0,5,1,1426,1914,2,4,9,1,3.0,746.0,279000,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8100,4,5,0.0,3,3,3,3,338.0,1559.0,4,1,1559,1559,1,3,5,0,2.0,812.0,153500,72,47,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11428,3,8,248.0,4,4,3,1,0.0,1626.0,5,1,1634,1634,2,4,7,1,3.0,866.0,250000,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4435,4,6,170.0,4,4,3,6,685.0,848.0,5,1,848,848,1,4,4,0,2.0,420.0,140000,17,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8240,4,6,198.0,3,3,3,1,0.0,1179.0,4,1,1179,1179,1,3,5,0,2.0,622.0,110000,60,60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13500,4,6,0.0,3,4,3,4,429.0,1602.0,4,1,1252,1252,1,3,4,1,2.0,564.0,235000,60,45,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5362,4,5,0.0,3,3,3,1,0.0,661.0,5,1,661,1250,2,3,8,1,2.0,552.0,139000,110,17,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7175,4,6,0.0,4,4,3,1,0.0,1332.0,4,1,1332,1332,2,4,5,0,2.0,542.0,145000,30,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9020,4,6,183.0,3,3,3,3,312.0,1127.0,3,1,1165,1165,1,3,6,0,2.0,490.0,174900,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11778,4,9,554.0,4,4,3,6,2085.0,2271.0,5,1,2276,2276,2,5,7,2,3.0,1348.0,475000,12,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9308,3,5,0.0,3,3,3,3,554.0,984.0,3,1,984,984,1,3,5,0,1.0,310.0,126000,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13695,4,5,0.0,3,3,3,6,646.0,1114.0,5,1,1114,1114,1,4,6,0,2.0,576.0,159000,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6292,4,6,0.0,3,4,3,3,384.0,768.0,3,0,790,790,1,3,4,0,1.0,160.0,91000,90,70,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10943,2,6,0.0,4,4,3,6,930.0,1405.0,5,1,1337,1337,2,4,5,1,2.0,522.0,177000,23,22,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14419,3,7,310.0,3,4,3,6,904.0,1645.0,5,1,1479,1479,2,4,7,1,2.0,578.0,213500,33,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11340,4,6,0.0,3,3,3,1,0.0,1200.0,3,1,1200,1200,1,3,7,0,1.0,312.0,125000,97,70,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5684,4,6,0.0,3,3,3,1,0.0,813.0,5,1,813,813,1,4,5,0,1.0,270.0,110000,90,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8991,3,7,130.0,3,4,3,6,624.0,1228.0,3,1,1324,1324,2,4,5,1,2.0,585.0,174000,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7830,4,3,0.0,3,2,3,2,416.0,492.0,3,1,492,492,1,3,3,0,1.0,200.0,61500,99,70,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6955,3,7,94.0,4,4,3,1,0.0,1368.0,5,1,1368,1368,2,4,6,1,2.0,474.0,202500,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7700,4,5,0.0,3,3,3,2,138.0,882.0,3,1,882,882,1,3,5,0,2.0,461.0,112500,48,48,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10083,4,7,121.74462046789704,4,4,3,6,833.0,1176.0,5,1,1200,1200,2,4,5,0,2.0,555.0,184900,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9937,4,5,0.0,4,3,3,4,830.0,1256.0,4,1,1256,1256,1,3,6,0,1.0,276.0,147500,55,55,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10200,4,6,219.0,4,4,3,6,783.0,1461.0,5,1,1509,1509,2,4,5,1,2.0,600.0,175000,32,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9100,4,5,69.0,3,3,3,1,0.0,1144.0,3,1,1144,1144,1,3,6,1,1.0,336.0,120000,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9927,3,7,252.0,4,5,3,6,1005.0,1047.0,3,1,1083,1083,1,3,5,1,2.0,596.0,172000,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7500,4,7,210.0,4,4,3,6,902.0,1218.0,5,1,1218,1218,2,4,6,0,2.0,462.0,230348,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10914,4,3,0.0,3,3,3,1,0.0,715.0,2,0,715,715,1,3,4,0,2.0,660.0,68000,91,70,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8050,4,6,97.19767874308947,3,4,3,6,475.0,914.0,5,1,914,914,1,4,4,0,0.0,0.0,117250,18,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5911,4,9,278.0,5,5,3,6,472.0,1560.0,5,1,1565,1565,2,5,6,1,2.0,556.0,282500,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6854,4,5,0.0,3,3,3,2,317.0,756.0,3,0,916,1060,1,3,6,1,1.0,308.0,136500,95,26,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11024,3,7,118.0,4,4,3,1,0.0,1400.0,5,1,1400,1400,2,4,6,0,2.0,612.0,186800,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9535,3,6,0.0,3,4,3,6,851.0,926.0,5,1,926,1604,2,3,7,0,2.0,472.0,195500,22,22,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12085,4,8,328.0,4,5,3,6,1004.0,1734.0,5,1,1734,1734,2,5,7,1,3.0,928.0,318000,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8000,4,6,0.0,3,4,3,6,219.0,773.0,4,1,773,1658,2,3,8,1,2.0,431.0,188000,25,24,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9187,4,9,162.0,5,5,3,6,1121.0,1766.0,5,1,1766,1766,2,5,7,1,3.0,478.0,370878,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9636,3,6,0.0,3,4,3,1,0.0,808.0,4,1,808,1593,2,3,7,1,2.0,389.0,178000,28,27,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7728,4,5,120.0,3,3,3,5,803.0,1106.0,3,1,1190,1190,1,3,6,0,2.0,540.0,132500,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4280,4,5,0.0,3,3,3,2,365.0,440.0,3,0,694,694,1,4,4,1,1.0,352.0,90350,107,18,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10616,3,7,0.0,4,4,3,1,0.0,628.0,5,1,628,1356,2,4,6,1,2.0,484.0,177439,13,13,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16269,3,5,76.0,3,4,3,6,625.0,907.0,3,1,907,907,1,3,5,0,1.0,343.0,140000,42,42,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,3,6,120.0,3,3,3,6,506.0,1829.0,4,1,1829,1829,2,3,8,0,2.0,535.0,218500,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10936,3,7,0.0,4,4,3,1,0.0,1510.0,5,1,1525,1525,2,4,6,1,2.0,534.0,206580,14,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12209,3,6,0.0,3,5,3,5,690.0,804.0,5,1,804,1961,2,4,7,1,2.0,560.0,215000,19,18,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6930,3,5,120.0,3,3,3,4,300.0,1062.0,5,1,1352,1352,1,4,6,0,1.0,288.0,130000,62,62,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8064,4,5,0.0,3,3,3,1,0.0,672.0,5,1,672,924,1,3,6,1,2.0,576.0,122900,71,14,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8064,4,6,0.0,3,3,3,3,621.0,795.0,4,0,765,1133,1,3,5,0,2.0,900.0,128500,70,70,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32668,3,6,394.4414620098443,4,3,3,3,1219.0,2035.0,3,1,2515,2515,3,3,9,2,2.0,484.0,200624,63,45,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12436,4,5,0.0,3,3,3,1,0.0,1824.0,2,1,1824,1824,2,3,9,0,2.0,484.0,146000,63,63,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12217,3,8,147.51106101917068,4,5,3,6,745.0,955.0,5,1,955,1880,2,5,8,1,3.0,880.0,310013,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11929,3,8,466.0,4,4,3,1,0.0,1242.0,5,1,1251,2501,2,4,9,1,3.0,751.0,290000,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12546,3,6,310.0,4,4,3,4,678.0,1440.0,5,1,1440,1440,2,4,7,1,2.0,467.0,182900,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8640,4,8,0.0,4,4,3,6,350.0,896.0,5,1,896,1792,2,4,8,0,2.0,590.0,255000,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5940,3,4,0.0,3,0,0,0,0.0,0.0,3,1,896,896,1,3,4,0,1.0,280.0,79000,74,70,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8525,4,5,0.0,3,3,3,1,0.0,940.0,3,0,1024,1964,1,3,7,0,0.0,0.0,130000,109,70,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7008,4,4,0.0,3,2,2,1,0.0,448.0,5,1,448,720,1,2,5,0,1.0,280.0,86900,120,22,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2117,4,6,216.0,4,4,3,6,417.0,756.0,5,1,769,1573,2,4,4,0,2.0,440.0,177000,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10665,3,7,167.0,4,4,3,6,1013.0,1453.0,5,1,1479,1479,2,4,7,0,2.0,558.0,226000,17,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7689,3,5,0.0,3,4,3,6,720.0,796.0,4,1,796,796,1,3,4,0,1.0,336.0,131900,48,48,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7945,4,5,0.0,3,3,3,5,179.0,1150.0,5,1,1150,1150,1,3,6,0,1.0,300.0,141000,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3182,4,7,0.0,4,4,3,1,0.0,600.0,5,1,600,1200,2,4,4,0,2.0,480.0,151000,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8633,4,6,0.0,4,4,3,6,193.0,738.0,5,1,738,1476,2,4,7,0,2.0,540.0,173500,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11645,4,8,76.0,4,5,3,6,24.0,1498.0,5,1,1498,1498,2,4,7,1,3.0,844.0,237000,15,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10845,3,8,504.0,4,4,3,6,1149.0,1603.0,5,1,1575,1575,2,4,7,1,3.0,732.0,284000,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13811,3,6,72.0,3,4,4,6,980.0,1112.0,4,1,1137,1137,2,4,5,1,2.0,551.0,176000,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5400,4,6,0.0,3,3,3,2,370.0,1149.0,4,1,1149,1616,2,4,5,0,1.0,216.0,152000,94,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7931,4,5,0.0,3,3,3,4,374.0,1269.0,3,1,1269,1269,1,3,6,1,1.0,308.0,155000,60,60,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7558,4,6,0.0,3,3,3,1,0.0,896.0,4,1,1172,1913,1,3,9,1,2.0,342.0,177000,92,70,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10300,3,7,0.0,3,3,3,1,0.0,576.0,4,1,902,1710,2,3,9,0,2.0,480.0,140000,99,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
